Z1 Z2 type_final
0.1987 0 NA
0.1286 0 NA
0.0517 0.0077 NA
0.0102 0.0097 NA
0.182 0 NA
0.1703 0 NA
0.0435 0 NA
0 0 NA
0 0 NA
0 0 NA
0.4659 0 AV
0.0333 0 C2
0 0 C2r1
0 0 NA
0.0461 0 NA
0 0 NA
0.0771 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0628 0.0048 NA
0 0 NA
0 0.0254 NA
0.0223 0 NA
0.1449 0 NA
0.0384 0 NA
0.142 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.3031 0 GAV
0 0 NA
0 0 NA
0.1695 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0889 0 NA
0.0454 0 NA
0.0313 0 NA
0 0 NA
0.1528 0 NA
0 0 NA
0 0.0239 NA
0.0453 0 NA
0 0 NA
0.061 0 NA
0.0598 0 NA
0 0.0256 NA
0.0215 0.0058 NA
0 0 NA
0 0 NA
0 0 NA
0.0464 0 NA
0 0 NA
0.0189 0.002 NA
0.1668 0.0234 C1
0 0 NA
0 0 NA
0 0 NA
0.1113 0 NA
0.0378 0 NA
0 0 NA
0.0762 0 NA
0.1334 0 NA
0 0 NA
0 0 NA
0 0 NA
0.165 0.0225 NA
0.0229 0 NA
0 0 NA
0 0 NA
0.0386 0 NA
0.0285 0 NA
0 0 NA
0.0471 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0123 0 NA
0 0 NA
0.1725 0 NA
0.0797 0 NA
0.0646 0 NA
0.0594 0 NA
0.1644 0 NA
0 0.0224 NA
0.0598 0 NA
0 0 NA
0 0 NA
0.0194 0 NA
0.1019 0 NA
0.0329 0.0184 NA
0.0407 0 NA
0.0318 0 NA
0.0154 0 NA
0.1741 0 NA
0.1462 0 NA
0 0 NA
0.0212 0 NA
0 0 NA
0 0 NA
0 0.0097 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.018 0 NA
0.0297 0.0017 NA
0.0255 0.0013 NA
0 0 NA
0.0128 0 NA
0 0 NA
0 0 NA
0.0749 0 C2r1
0 0 NA
0 0 NA
0.0762 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0581 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0881 0 NA
0.0875 0 NA
0 0 NA
0.2409 0 C0.5
0.0202 0 NA
0.1954 0.0191 NA
0.0605 0 NA
0.0575 0 C4
0.0485 0 NA
0.0135 0.013 NA
0.0393 0 NA
0.0315 0 NA
0 0 NA
0.2026 0 NA
0 0 NA
0 0 NA
0.0478 0 NA
0.0365 0.0105 NA
0.0501 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1115 0 NA
0 0 NA
0.0796 0 NA
0 0 NA
0.0442 0.0029 NA
0.1097 0.0167 C1r1
0 0.0277 NA
0 0 NA
0.1351 0 NA
0 0 NA
0 0.0035 NA
0 0 NA
0 0 NA
0.0229 0.0232 NA
0.0587 0.0025 C1r1
4e-04 0.0225 NA
0.023 0 NA
0.1833 0 AV2
0.0425 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0659 0 NA
0.1494 0 NA
0.0619 0 NA
0.1238 0 NA
0.0532 0 NA
0 0 NA
0.0341 0.0032 NA
0 0.0164 NA
0.0246 0 NA
0 0 NA
0 0 NA
0.1019 0 C4
0 0 NA
0.096 0 NA
0.202 0 NA
0 0 NA
0.0606 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0138 0 C2r1
0 0.0057 NA
0.0365 0 NA
0 0 NA
0.0562 0 NA
0.0375 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1393 0 NA
0.0138 0 NA
0 0 NA
0 0 NA
0.0094 0.0108 NA
0 0 NA
0 0 NA
0.0352 0 NA
0 0 NA
0.0937 0 NA
0 0 NA
0.1894 0 NA
0.0543 0.0025 NA
0 0 NA
0.1833 0 C1r1
0.1171 0.0074 NA
0.1718 0.0037 GAV
0.154 0 NA
0 0 NA
0.0513 0 NA
0.0496 0 NA
0 0.007 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0159 0.02 NA
0 0 NA
0.3052 0 NA
0 0.0244 NA
0 0 NA
0 0 NA
0.1097 0 NA
0 0 NA
0.0257 0.0097 NA
0.0441 0 NA
0.0636 0 NA
0.011 0 NA
0 0 NA
0 0 NA
0.0633 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1247 0 NA
0.0248 0.0046 NA
0 0.0135 NA
0.2581 0 C0.5
0 0 NA
0.0794 0 NA
0 0 NA
0 0 NA
0 0 NA
0.158 0 NA
0.0721 0 NA
0 0 NA
0 0 NA
0.0409 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0837 0 NA
0.0781 0 NA
0 0 NA
0 0 NA
0.0292 0 NA
0.0287 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1057 0 NA
0.0775 0 NA
0 0 NA
0.0171 0 NA
0 0 NA
0.085 0 NA
0.068 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0096 0.0109 NA
0 0 NA
0.1062 0 NA
0 0 NA
0 0.0272 NA
0 0 NA
0 0 NA
0.0577 0 NA
0 0 NA
0.0275 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0242 4e-04 NA
0.0894 0 NA
0.014 0 NA
0 0 NA
0.0592 0 NA
0.0359 0.0065 NA
0.08 0 NA
0.0401 0 NA
0 0 NA
0 0 NA
0 0 C2
0.1596 0 NA
0.0252 0.0044 NA
0 0 NA
0 0 NA
0 0 NA
0.0589 0 NA
0 0 NA
0.2163 0.0136 G2
0 0 NA
0.0481 0 NA
0.0678 0 NA
0 0 NA
0 0.039 NA
0 0 NA
0.1982 0 C1
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0129 0 C3
0.009 0 NA
0.1255 0 NA
0.1038 0 NA
0.0562 0 NA
0 0 NA
0 0 NA
0.0667 0.0019 NA
0.2672 0 C1r1
0.0591 0 NA
0.0237 0.0072 NA
0 0 NA
0 0 NA
0.0603 0 NA
0.5531 0 AV
0.0872 0 NA
0.0732 0 NA
0.0356 0 NA
0 0 NA
0.4604 0.05 HS
0.0232 0.0047 NA
0 0 NA
0.1648 0 NA
0.0227 0 NA
0.0535 0 NA
0 0 NA
0.0334 0 NA
0 0 NA
0.0357 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1103 0 NA
0 0 NA
0 0 NA
0.0509 4e-04 NA
0.0457 0 NA
0.0522 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0943 0 NA
0 0 NA
0.179 0 NA
0.0123 0 NA
0.0816 0 NA
0.1149 0 NA
0.0805 0 NA
0.0474 0 NA
0 0 NA
0 0 NA
0.0382 0.0021 NA
0.0342 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0224 0 NA
0.0182 0 NA
0 0 NA
0 0 NA
0.0528 0.001 NA
0.0193 0.0076 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0461 0 NA
0 0 NA
0.565 0 NA
0.4367 0.0113 AV
0.0898 0 NA
0.0371 0 NA
0 0 NA
0 0 NA
0.4614 0.2377 FS
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.4118 0.0303 HS
0.0551 0 NA
0.077 0.025 NA
0.124 0 NA
0 0 NA
0 0.0321 NA
0 0.0225 NA
0 0 NA
0.1777 0 NA
0.069 0 NA
0.0119 0.0251 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0931 0 NA
0 0 NA
0.0761 0 NA
0.0412 0 NA
0 0 NA
0 0 NA
0.0233 0.0195 NA
0 0 NA
0 0 NA
0 0 NA
0.1228 0 NA
0.0699 0 NA
0 0 NA
0 0 NA
0.0682 0 NA
0 0.0254 NA
0 0 NA
0.0759 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.9786 0.0214 PO
0.0642 0 NA
0 0 NA
0.0115 0 NA
0 0 NA
0 0 NA
0.1368 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0665 0 NA
0.056 0 NA
0.0365 0.0013 NA
0 0 NA
0.0928 0 NA
0 0 NA
0 0 NA
0 0 NA
0.5457 0 AV
0.0762 0 NA
0.0559 0 NA
0.0151 0.0067 NA
0.0295 0 NA
0.0067 0.0352 C1r1
0.0454 0.0058 NA
0.0576 0 NA
0.0414 0 NA
0 0 NA
0 0 NA
0.0709 0 NA
0.3087 0 C1
0.0863 0 NA
0 0 NA
0 0 NA
0.1112 0 NA
0.1127 0 NA
0 0.0166 NA
0.0571 0 NA
0 0 NA
0.0939 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1037 0 NA
0.1308 0 NA
0 0 NA
0 0 NA
0 0 NA
0.517 0 AV
0 0 NA
0.0161 0.0165 NA
0 0 NA
0 0 NA
0 0 NA
0.5615 0 HS
0.0276 0 NA
0 0 NA
0.2802 0 C1r1
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1276 0 NA
0.0185 0 NA
0 0 NA
0 0 NA
0.0432 0 NA
0.0654 0 NA
0.0427 0 NA
0.1035 0 NA
0.1391 0 NA
0.1341 0 NA
0.0515 0 NA
0.0199 0 NA
0 0 NA
0.0287 0 NA
0 0 NA
0 0 C2r1
0 0.0109 C2
0 0 NA
0.2894 0 NA
0.0595 0 NA
0 0 NA
0.1123 0 NA
0.4971 0.2702 FS
0.0522 0 NA
0 0 NA
0 0 NA
0.1429 0 NA
0.0396 0 NA
0.0343 0 NA
0.0722 0 NA
0 0 NA
0 0 NA
0.0775 0 NA
0 0 NA
0 0 NA
0.0767 0 NA
0.018 0.0054 NA
0 0 NA
0.0196 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.067 0 NA
0 0 NA
0.0173 0 NA
0.098 0 NA
0.111 0 NA
0.1054 0 NA
0.0443 0 NA
0 0 NA
0.1667 0 NA
0.1311 0 NA
0.0436 0 NA
0 0 NA
0.0175 0.0294 NA
0.0416 0 NA
0.1096 0 NA
0.1092 0 NA
0 0.0243 NA
0 0 NA
0 0 NA
0 0 NA
0.0456 0 NA
0 0 NA
0 0 NA
0.2379 0 C0.5
0.0308 0 NA
0.1109 0 NA
0.0492 0.0124 NA
0 0 NA
0.0013 0 NA
0 0 NA
0 0 NA
0.0453 0 NA
0.0386 0 NA
0 0 NA
0 0 NA
0.1721 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0629 0 NA
0.0541 0 NA
0.0409 0 C2
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1922 0 C0.5
0.1516 0.0044 NA
0.0666 0 NA
0 0 NA
0.0498 0 C2r1
0 0 NA
0 0 NA
0.0846 0 NA
0.0352 0 NA
0.0698 0.0077 NA
0 0 NA
0 0 NA
0.0106 0 NA
0 0 NA
0.1236 0 NA
0.0856 0 NA
0 0.0276 NA
0 0 NA
0.1373 0 NA
0 0 NA
0.1114 0 NA
0 0 NA
0 0 NA
0.2846 0 GAV
0.0542 0 NA
0.0218 0 NA
0.2651 0 C1r1
0.2625 0 AV2
0.1234 0 NA
0 0 NA
0.2707 0.0031 GAV
0.1271 0 NA
0 0.0177 NA
0.0218 0.0151 NA
0 0 NA
0.0973 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1971 0 NA
0.1016 0 NA
0.0262 0 NA
0 0 NA
0.0875 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0903 0 NA
0 0 NA
0 0 NA
0.0262 0.0014 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.032 0 NA
0 0 NA
0.0858 0 NA
0 0 NA
0.1 0 NA
0 0 NA
0 0 C2r1
0 0 NA
0.0696 0 NA
0 0 NA
0.0231 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0999 0 NA
0.0475 0 NA
0 0 NA
0.3173 0.0291 AV2
0 0.038 NA
0.2595 0.0155 C1
0.0827 0 C2
0.0018 0.0109 NA
0 0 NA
0.0751 0 NA
0.1577 0 NA
0 0 NA
0.1494 0 NA
0 0 NA
0.0757 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0543 0 NA
0 0 NA
0 0 NA
0.0299 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0749 0 NA
0.0564 0 NA
0 0 NA
0.0369 0 NA
0 0 NA
0.0494 0.0116 NA
0.0068 0.0163 NA
0.0388 0 NA
0.0322 9e-04 NA
0.2037 0 NA
0.113 0 NA
0.0992 0 NA
0 0 NA
0.0948 0 NA
0.0166 0.024 NA
0.0335 0.0019 NA
0 0 NA
0 0 NA
0 0 NA
0.1628 0 C1r1
0 0 NA
0.1042 0 NA
0.0938 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1224 0 NA
0.0882 0 NA
0.0517 0 NA
0.0475 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0382 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.179 0 NA
0.0884 0 NA
0 0 NA
0 0 NA
0.106 0 NA
0 0 NA
0.0868 0 NA
0 0 NA
0.0636 0 NA
0 0 NA
0 0 NA
0.1142 0 NA
0.0562 0 NA
0.0282 0 NA
0 0 NA
0.0038 0.0036 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0983 0 NA
0 0 NA
0 0 NA
0.2771 0 AV2
0.047 0.0332 C1r1
0.0354 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0557 0.0027 NA
0 0.0293 NA
0.0535 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0.0264 NA
0 0 NA
0.0171 0.0049 NA
0 0 NA
0.0288 0 NA
0 0 NA
0.451 0 HS
0.0771 0 NA
0.0058 0.0145 NA
0 0 NA
0 0 NA
0.4087 0 NA
0 0.0277 NA
0.0355 0 NA
0 0 NA
0.1023 0.0195 NA
0.023 0 NA
0 0 NA
0.1342 0 NA
0.0859 0 NA
0 0 NA
0 0 NA
0.0968 0 NA
0.0542 0 NA
0.001 0.0034 NA
0.1719 0 NA
0.0342 0.0146 NA
0 0 NA
0 0 NA
0 0 NA
0.4243 0.0015 AV
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0085 0 NA
0.043 0.017 NA
0 0 NA
0 0 NA
0 0 NA
0.1019 0 NA
0.0292 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0.0304 NA
0.009 0.0105 NA
0 0.0183 NA
0 0 NA
0 0 NA
0.028 0 NA
0.0101 5e-04 NA
0 0 NA
0.0401 0 NA
0 0 NA
0.2929 0.0046 C1
0.0209 0 NA
0 0 NA
0 0 NA
0.0751 0 NA
0.0335 0 NA
0 0 C2r1
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1 0 C2
0 0 NA
0.1264 0 NA
0.0725 0 C2r1
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0737 0 NA
0.041 0 NA
0.5317 0 AV
0.0078 0.0014 NA
0.0646 0 NA
0.0354 0 NA
0.0592 0 NA
0.0382 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0476 0 NA
0 0 NA
0 0.0162 NA
0 0 NA
0 0 NA
0 0 NA
0.0086 0.0111 NA
0 0 NA
0.1663 0 C0.5
0.1535 0 NA
0 0 NA
0 0 NA
0.0425 0 NA
0 0 NA
0.0427 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1435 0 NA
0 0 NA
0 0 NA
0.0443 0 NA
0.0321 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1114 0 NA
0.1377 0 NA
0.024 0.0044 NA
0 0 NA
0 0 NA
0.0258 0.0021 NA
0 0 NA
0 0 NA
0.1091 0 NA
0.316 0 NA
0.0906 0 NA
0.049 0 NA
0 0 NA
0.1214 0 NA
0.0343 0.0078 NA
0 0 NA
0 0.0169 NA
0.1533 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0805 0 NA
1 0 PO
0.1231 0.0043 NA
0.0207 0.0056 NA
0 0.0135 NA
0.0093 0.0027 NA
0 0 NA
0.053 0 NA
0.0831 0.059 NA
0 0 NA
0.0874 0 NA
0 0 NA
0 0 NA
0 0 NA
0.5229 0 G1
0.0256 0 NA
0.1233 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0747 0 NA
0.046 0 NA
0.0107 0 NA
0.0606 0 NA
0.4092 0.0015 GAV
0.0584 0 NA
0 0 NA
0.0799 0 NA
0.0493 0 NA
0 0 NA
0 0 NA
0.1076 0 NA
0.0985 0 NA
0 0 NA
0 0 NA
0.0831 0 NA
0 0 NA
0 0 NA
0.1292 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0218 0.0336 NA
0 0.01 NA
0 0 NA
0 0 NA
0.0582 0 NA
0.0548 0 NA
0 0 NA
0.062 0 NA
0.0591 0 NA
0.0662 0 NA
0.011 0 NA
0.1423 0 NA
0 0 NA
0.0628 0 NA
0.0072 0.0195 NA
0 0.0401 NA
0 0 NA
0.0073 0.0082 NA
0 0 NA
0 0 NA
0.0817 0 NA
0.0394 0 NA
0 0 NA
0.0151 0.0071 NA
0.0179 0 NA
0.1436 0 NA
0.1505 0 NA
0.035 0 NA
0.0325 0 NA
0 0.0132 NA
0.0171 0.0035 NA
0 0 NA
0 0 NA
0.0325 0.0264 NA
0 0 NA
0.076 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0386 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0475 0 NA
0 0 NA
0 0 NA
0.007 0 NA
0.0518 0 C2r1
0.0064 0 NA
0.0607 0 NA
0.0243 0 NA
0.1227 0 NA
0 0.0241 NA
0 0 NA
0 0 NA
0.0781 0 NA
0 0 C4
0 0 NA
0 0 NA
0.0126 2e-04 NA
0 0.0032 NA
0.0423 0.0112 NA
0.1266 0 C1r1
0 0 NA
0 0 NA
0.0479 0 NA
0.0889 0 NA
0.0174 0.0147 NA
0.1745 0 NA
0.0213 0 NA
0.1177 0 NA
0.1141 0 NA
0.1107 0 NA
0.0524 0 NA
0.0399 0 NA
0.0246 0 NA
0.2643 0 NA
0 0 NA
0.061 0 NA
0 0 NA
0.1545 0 NA
0 0 NA
0.0533 0 C2r1
0.0234 0.0145 NA
0 0 NA
0.0392 0 NA
0 0 NA
0.0871 0.0042 NA
0 0 C4
0.0511 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0774 0 NA
0 0 NA
0.1036 0 NA
0.0547 0 NA
0.0682 0 C2r1
0.1532 0 NA
0.0983 0 NA
0 0 NA
0.1069 0 NA
0.6463 0 G1
0.1839 0 NA
0.0406 0 NA
0 0 NA
0.0701 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0594 0 NA
0 0 NA
0.064 0 NA
0.0013 0.004 NA
0 0 NA
0.1411 0 NA
0.0469 0 NA
0 0 NA
0 0 NA
0.0396 0 NA
0.012 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0062 9e-04 NA
0.035 0 NA
0.031 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0725 0 NA
0.0567 0 NA
0 0.0076 NA
0 0 NA
0.0325 0 NA
0.115 0 NA
0.1071 0 NA
0 0 NA
0 0 NA
0.1884 0 NA
0 0 NA
0.0748 0 NA
0 0 NA
0.1491 0 NA
0.0831 0 NA
0.052 0 NA
0 0 NA
0 0 NA
0 0.0364 NA
0.0347 0.0114 NA
0.0617 0 NA
0 0 NA
0.0924 0 NA
1 0 PO
0.127 0 NA
0 0 NA
0.054 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 C4
0 0 NA
0 0 NA
0 0 NA
0.0172 0.0177 NA
0 0.0168 NA
0.0131 0.001 NA
0 0.0171 NA
0 0 NA
0 0 NA
0.0516 0 NA
0.071 9e-04 NA
0.0248 0 NA
0.1044 0 NA
0.0474 0.0013 NA
0 0 NA
0.0845 0 NA
0.0181 0.0024 NA
0 0 NA
0 0 NA
0.0291 0 NA
0.0012 0.0078 NA
0 0 NA
0.1533 0 NA
0 0 NA
0.0205 0.0175 NA
0.0787 0 NA
0.0305 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0299 0.0054 NA
0.0954 0 NA
0 0 NA
0 0 NA
0.0723 0 NA
0.0717 0 NA
0.0684 0 NA
0 0 NA
0.2601 0 NA
0.0517 0 NA
0 0 NA
0 0.0284 NA
0 0.0227 NA
0.038 0 NA
0 0 NA
0.0646 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1341 0 NA
0.1399 0 NA
0.0657 0 NA
0.1401 0.0044 C1r1
0 0 NA
0.0491 0 NA
0 0 NA
0 0 NA
0.0365 0.0012 NA
0 0 NA
0.1524 0 NA
0.0129 0 NA
0 0 NA
0 0 NA
0.0444 0 NA
0 0 NA
0 0 NA
0 0 NA
0.011 0.0068 NA
0 0 NA
0 0 NA
0.0102 0.0097 NA
0 0 NA
0.1384 0 C1r1
0.1073 0 NA
0.1319 0 C0.5
0.1052 0 NA
0.2016 0 NA
0.045 0.005 NA
0 0 NA
0.1214 0.0186 C1r1
0 0 NA
0.0436 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0.0076 NA
0 0 NA
0.0425 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0527 0 NA
0.0748 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1491 0 NA
0.0441 0 NA
7e-04 9e-04 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0014 0.012 NA
0.0125 0 NA
0 0 NA
0.1369 0 NA
0 0 NA
0 0 NA
0.0913 0 NA
0 0 NA
0.0169 0 NA
0 0 NA
0.4538 0.3415 FS
0 0 NA
0 0 NA
0 0 NA
0.6199 0 G1
0.1894 0 C1r1
0.0724 0 NA
0.0245 0 NA
0 0 NA
0.1521 0.0187 NA
0.0783 0.0054 NA
0 0 NA
0 0 NA
0 0 NA
0.1068 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.05 0 NA
0.1258 0 NA
0.1063 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1811 0 NA
0.1112 0 NA
0 0 C2r1
0 0 NA
0.1106 0 NA
0.0557 0 NA
0.0345 0 NA
0.0986 0 NA
0.0497 0 NA
0.0333 0.0074 NA
0.0309 0 NA
0.0797 0 NA
0.0279 0 NA
0.0835 0 NA
0.279 0 AV2
0.0582 0 NA
0.0376 0 NA
0.1666 0 C1r1
0.0539 0 NA
0.0184 0 NA
0 0 NA
0 0 NA
0.0139 0.0054 NA
0 0 NA
0.1285 0 NA
0.0309 0 NA
0.3321 0.0089 AV2
0.0253 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0724 0 NA
0 0.0081 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0741 0 NA
0.0658 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0706 0 NA
0.0256 0 NA
0 0 NA
0 0 NA
0 0 NA
0.055 0 NA
0.0615 4e-04 NA
0.0411 0 NA
0 0 NA
0.0695 0 NA
0.1003 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0991 0 NA
0.0922 0 NA
0 0 NA
0 0 NA
0.1083 0 NA
0.113 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0786 0 NA
0.0289 0 NA
0.0501 0 NA
0 0.0139 NA
0.0134 0.0058 NA
0 0 NA
0 0 NA
0.0305 0 NA
0 0 NA
0.0246 0.0247 NA
0 0 NA
0.0986 0 NA
0.0463 0 NA
0 0 NA
0.1166 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0826 0 NA
0.0812 0 NA
0.029 0.0187 NA
0.043 0 NA
0.0058 0.0126 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.075 9e-04 NA
0 0 NA
0 0 NA
0 0 NA
0.0606 0 NA
0 0 NA
0 0 NA
0.0183 0 NA
0 0 NA
0.1001 0 NA
0.0183 0.0031 NA
0 0 NA
0.4022 0 HS
0.1711 0 NA
0 0 NA
0.097 0 NA
0 0 NA
0 0 NA
0.035 0 NA
0 0 NA
0.0056 0.018 NA
0 0 NA
0.0112 0.018 NA
0 0 NA
0 0 NA
0.322 0.0123 NA
0.5107 0 AV
0.1041 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0757 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0186 0.0046 NA
0.0534 0 NA
0.058 0 NA
0 0 NA
0.3227 0.0217 AV
0.0656 0 NA
0.0335 0 NA
8e-04 0.0027 NA
0.5462 0 AV
0.0994 0 NA
0.0755 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0585 0 NA
0 0 NA
0.0604 0 NA
0 0 NA
0.22 0 G3
0.0469 0.0051 NA
0.2542 0.0149 C1
0.126 0 NA
0.0156 0.0145 NA
0 0 NA
0.0777 0 NA
0.0539 0 NA
0.0392 0 NA
0.1071 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0777 0 NA
0 0 NA
0.1356 0 NA
0 0 NA
0.0266 0.006 NA
0.0874 0 NA
0 0 NA
0.0105 0.0012 NA
0.0774 0 NA
0 0 NA
0 0 NA
0.636 0 HS
0.1454 0 NA
0.0023 0.0171 NA
0 0 NA
0.109 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0517 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0403 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0348 0 NA
0 0 NA
0.0782 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.02 0 NA
0.1235 0 NA
0 0 NA
0.4016 0 G1
0.0364 0.0022 NA
0.9059 0.0941 PO
0.9631 0.0369 PO
0.1274 0 NA
0 0 NA
0 0.0153 NA
0 0 NA
0.1122 0 NA
0 0 NA
0.0318 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1604 0 C1r1
0.0738 0 NA
0.0233 0.0015 NA
0 0 NA
0 0 NA
0.1195 0.02 NA
0.0734 0.008 NA
0 0 NA
0.0261 0.0111 C2
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0785 0 NA
0 0 NA
0.1215 0 NA
0.0985 0 NA
0.076 0.0087 NA
0 0 NA
0.0276 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1528 0 NA
0 0.0299 NA
0.0133 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.105 0 NA
0 0.0205 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0177 0 NA
0 0 NA
0 0.01 NA
0.0231 0.013 NA
0 0 NA
0.2036 0 NA
0 0 NA
0.0993 0 NA
0 0 NA
0.0278 0 NA
0.0526 0.0097 NA
0 0 NA
0 0 NA
0 0 NA
0.0125 0.0291 NA
0 0 NA
0 0 NA
0 0 NA
0.14 0 NA
0.4945 0 AV
0.1706 0.0135 NA
0.0244 0 NA
0 0 NA
0 0.0277 NA
0 0.0237 NA
0.0502 0 NA
0.0318 0.0022 NA
